Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2014,53000,Diesel,Automatic,First,5,20.5
2017,14600,Diesel,Manual,First,7,14.5
2017,34429,Diesel,Automatic,First,7,20
2014,52000,Diesel,Manual,First,5,5.25
2015,25470,Petrol,Manual,First,5,5.9
2013,22000,Petrol,Manual,First,5,2.6
2007,75000,Diesel,Automatic,First,5,11
2011,95995,Diesel,Automatic,First,5,15.5
2017,26877,Diesel,Manual,First,5,5.75
2015,26000,Diesel,Automatic,First,5,75
2007,140000,Diesel,Manual,Second,5,2
2008,95291,Petrol,Manual,First,5,2.3
2009,135000,Diesel,Manual,Second,8,8.2
2015,32000,Petrol,Manual,First,5,4.8
2008,68333,Diesel,Automatic,Second,5,8.5
2011,72000,Diesel,Manual,First,5,2.9
2012,52100,Diesel,Manual,First,5,6.5
2018,10000,Petrol,Manual,First,5,5.85
2019,6261,Diesel,Manual,First,5,23.91
2019,3906,Petrol,Automatic,First,5,7.36
2014,55960,Diesel,Manual,First,7,17.25
2013,144000,Diesel,Manual,First,5,7
2017,38000,Diesel,Manual,First,7,17.65
2013,51000,Diesel,Manual,First,5,2.5
2015,150000,Diesel,Manual,First,5,6
2018,2500,Diesel,Manual,First,7,8.25
2018,41661,Diesel,Automatic,First,5,44.83
2011,64000,Diesel,Automatic,First,5,10.5
2008,80000,Petrol,Manual,Second,5,1.9
2016,30000,Petrol,Automatic,Second,5,4.25
2014,43000,Diesel,Automatic,Second,5,26.5
2013,90000,Diesel,Automatic,Second,5,22.5
2011,123880,Diesel,Manual,First,5,3.3
2015,42000,Petrol,Manual,Second,5,4.3
2012,79824,Diesel,Manual,First,5,5.25
2015,75000,Diesel,Manual,First,8,11.75
2014,72411,Petrol,Manual,First,5,4.25
2012,63000,Diesel,Automatic,First,5,14.22
2015,53713,Petrol,Manual,First,5,4.2
2017,18000,Diesel,Automatic,First,8,18.25
2013,51000,Diesel,Manual,First,5,18.5
2008,86700,Petrol,Manual,Second,5,2.4
2016,29000,Diesel,Manual,First,5,6.5
2015,33000,Petrol,Automatic,First,5,3.99
2014,64394,Diesel,Manual,First,5,5.45
2010,76000,Diesel,Manual,First,5,2.7
2016,48719,Diesel,Manual,First,5,6.25
2016,59711,Diesel,Manual,First,7,13.28
2012,83000,Diesel,Manual,First,5,3.7
2018,10714,Diesel,Automatic,First,5,39.51
2010,127510,Diesel,Manual,Second,5,1.4
2014,35010,Diesel,Manual,First,5,3.5
2012,75451,Petrol,Manual,First,5,3.78
2015,83000,Diesel,Manual,First,5,2.7
2013,38755,Diesel,Manual,First,5,3.2
2016,30000,Petrol,Manual,First,5,5
2012,40000,Diesel,Manual,First,7,7
2014,19500,Petrol,Manual,Second,5,2.85
2016,41000,Petrol,Manual,First,5,4.25
2014,30000,Petrol,Manual,Second,5,4.9
2017,37000,Diesel,Manual,First,5,16.9
2014,62000,Diesel,Manual,Second,5,4.25
2015,42023,Petrol,Automatic,First,5,4.34
2012,51001,Diesel,Automatic,First,5,17
2017,55389,Diesel,Automatic,First,5,28.45
2014,46728,Petrol,Automatic,First,5,6.15
2014,58995,Diesel,Manual,First,7,9.25
2015,37857,Diesel,Manual,First,5,4.85
2014,71000,Diesel,Manual,First,5,4.8
2012,49024,Petrol,Manual,First,5,2.3
2016,10770,Petrol,Manual,First,5,4.75
2017,72000,Diesel,Manual,First,5,5
2015,91000,Petrol,Manual,First,5,2.5
2017,14000,Petrol,Manual,First,5,5.95
2014,48000,Diesel,Automatic,Second,5,16
2014,75136,Diesel,Manual,First,5,6.15
2014,32500,Petrol,Manual,Second,5,4.05
2010,94500,Diesel,Manual,Second,5,3.1
2013,34900,Petrol,Manual,First,5,5.49
2015,50000,Diesel,Manual,First,5,5.7
2014,35000,Petrol,Manual,First,5,2.85
2012,37000,Petrol,Manual,Second,5,2.35
2018,32807,Petrol,Automatic,First,5,14.76
2008,119000,Petrol,Manual,Second,5,2.25
2016,12000,Petrol,Manual,First,5,3.65
2016,46727,Diesel,Manual,First,5,7.25
2010,73336,Diesel,Automatic,First,5,10.69
2014,9000,Petrol,Manual,Second,5,5.5
2014,25422,Petrol,Manual,First,5,3.25
2018,14000,Diesel,Manual,First,7,9.25
2008,66000,Petrol,Manual,First,5,1.7
2010,55324,Petrol,Manual,First,5,2.87
2009,90000,Diesel,Automatic,First,5,17.75
2017,43000,Petrol,Manual,First,5,4.5
2008,58483,Petrol,Automatic,Second,5,2.95
2007,93000,Petrol,Automatic,Second,5,2.6
2010,50000,Petrol,Manual,First,5,3
2014,78616,Diesel,Automatic,Second,5,15.5
2011,37000,Petrol,Manual,First,5,2.8
2010,54801,Petrol,Manual,First,5,2.5
2014,29000,Diesel,Manual,First,5,5.75
2010,68000,Petrol,Manual,First,5,2.8
2014,58000,Petrol,Manual,First,5,4.59
2012,64290,Diesel,Manual,First,5,3.65
2015,31000,Diesel,Manual,First,7,19.85
2018,16039,Diesel,Manual,First,5,18.5
2017,19860,Petrol,Manual,First,5,6.95
2012,75391,Diesel,Manual,First,7,3.75
2008,78000,Diesel,Manual,Second,5,2.3
2016,78000,Diesel,Manual,First,5,2.3
2016,52000,Diesel,Manual,First,5,5.95
2016,30000,Petrol,Automatic,First,5,3.49
2016,19254,Diesel,Automatic,First,5,47.7
2015,29651,Petrol,Manual,First,5,6.43
2011,80000,Diesel,Manual,First,7,4.5
2018,2971,Petrol,Automatic,First,4,39.75
2015,21400,Petrol,Manual,First,5,4
2015,77000,Diesel,Manual,First,5,6.98
2006,80000,Diesel,Manual,Second,7,1.75
2013,81755,Diesel,Manual,First,5,4.75
2016,99593,Diesel,Manual,First,7,23.5
2014,39791,Diesel,Manual,First,5,7.49
2015,113000,Diesel,Manual,First,7,10.85
2017,24000,Petrol,Manual,First,5,3.5
2015,39000,Petrol,Manual,Second,5,6.3
2012,37000,Petrol,Automatic,First,5,6.75
2017,61108,Diesel,Automatic,First,7,28.88
2016,61648,Petrol,Automatic,First,5,14.23
2013,65000,Diesel,Manual,First,5,3.75
2005,120000,Petrol,Manual,First,5,1.15
2011,148009,Diesel,Manual,Second,7,12.75
2009,53001,Petrol,Manual,First,5,1.95
2018,22345,Petrol,Manual,First,5,4.95
2015,50000,Petrol,Automatic,First,5,8.25
2013,48183,Diesel,Automatic,First,5,20.99
2010,93000,Diesel,Automatic,Second,5,17.5
2015,53500,Diesel,Manual,First,5,5.36
2014,17585,Petrol,Manual,First,7,6.35
2011,36226,Petrol,Manual,First,5,2.95
2019,25899,Diesel,Automatic,First,5,55.7
2009,60170,Petrol,Manual,First,5,1.15
2017,11200,Diesel,Automatic,First,5,37.5
2017,49045,Petrol,Manual,First,5,4.07
2012,45000,Diesel,Manual,First,5,2.99
2017,40000,Diesel,Manual,First,5,7.9
2016,36600,Diesel,Manual,First,5,7.49
2009,117000,Diesel,Manual,First,5,1.1
2016,16000,Diesel,Automatic,First,7,56
2016,50000,Diesel,Manual,First,5,3.5
2008,150000,Diesel,Manual,First,5,3
2014,11000,Petrol,Manual,First,5,6.1
2010,102016,Petrol,Manual,First,5,2.25
2016,38000,Diesel,Manual,First,5,5.95
2013,71491,Diesel,Manual,First,5,4.95
2015,46354,Petrol,Manual,Second,5,5.49
2019,87000,Diesel,Automatic,First,5,6.67
2015,20765,Petrol,Manual,First,5,6.25
2005,58000,Petrol,Manual,Second,5,1.51
2014,51076,Diesel,Automatic,First,7,34.88
2016,84085,Diesel,Manual,First,5,6.9
2014,55000,Diesel,Manual,First,5,5.99
2010,73000,Petrol,Automatic,First,5,10.4
2012,50001,Diesel,Automatic,First,5,29
2016,93166,Diesel,Manual,Second,7,5.85
2010,72000,Petrol,Manual,First,5,2.4
2012,61000,Petrol,Automatic,Second,5,3.75
2015,66510,Petrol,Manual,First,5,2.95
2011,84062,Diesel,Manual,First,5,5.8
2012,80799,Diesel,Manual,First,5,4.9
2018,5000,Petrol,Automatic,First,5,16.95
2013,92000,Diesel,Manual,First,8,12.5
2017,53000,Diesel,Manual,First,5,5
2015,39822,Petrol,Manual,First,5,4.68
2016,29000,Diesel,Automatic,First,7,29.8
2017,24214,Petrol,Manual,Second,5,3.46
2012,75000,Diesel,Manual,First,5,4
2012,77216,Diesel,Manual,Second,5,4.5
2013,74290,Diesel,Manual,First,5,5.87
2015,61000,Diesel,Manual,First,8,9.5
2013,44000,Diesel,Automatic,First,5,32.5
2014,74041,Diesel,Manual,First,8,3.88
2013,85846,Diesel,Automatic,First,5,13.08
2012,52000,Diesel,Manual,First,5,3.5
2010,47000,Petrol,Manual,Second,5,3.5
2010,72010,Diesel,Manual,First,5,4.45
2015,15000,Petrol,Manual,First,8,2.35
2015,480000,Petrol,Manual,First,5,5
2012,24720,Diesel,Automatic,Second,5,28
2007,75000,Petrol,Manual,Second,5,2
2015,57000,Diesel,Manual,First,5,6.35
2015,41057,Diesel,Automatic,First,5,24.63
2016,20000,Diesel,Manual,First,5,7.9
2011,52359,Petrol,Manual,First,5,3.25
2016,17000,Petrol,Manual,Second,5,8.25
2011,39002,Diesel,Manual,First,5,2.85
2010,129986,Diesel,Manual,Second,5,3.2
2013,45000,Petrol,Manual,First,5,1.75
2013,41300,Diesel,Manual,First,5,3.38
2009,82002,Petrol,Manual,Second,5,5.75
2010,67000,Petrol,Automatic,First,5,4.7
2017,21260,Petrol,Manual,First,5,2.9
2012,55362,Diesel,Manual,First,5,4.25
2017,13000,Diesel,Automatic,First,5,14.5
2016,45725,Diesel,Manual,First,5,5.34
2014,105000,Diesel,Manual,First,5,3.85
2009,156056,Diesel,Manual,First,8,8.5
2016,135000,Diesel,Manual,First,5,4.2
2016,67000,Diesel,Manual,First,7,6.75
2016,90000,Diesel,Automatic,First,7,26
2019,32251,Diesel,Manual,First,5,8.61
2009,47000,Petrol,Manual,First,5,1.46
2011,75308,Diesel,Manual,Second,5,2.8
2014,58000,Petrol,Manual,First,5,5.47
2009,60000,Petrol,Manual,First,5,2.45
2014,45000,Diesel,Automatic,First,5,21.5
2010,41195,Petrol,Manual,First,5,1.38
2016,89000,Diesel,Manual,First,7,13.5
2009,60510,Petrol,Automatic,Second,5,3.1
2016,8500,Petrol,Manual,First,5,5.49
2017,35981,Diesel,Manual,First,5,9.51
2012,23152,Petrol,Manual,First,5,2.39
2014,61529,Petrol,Automatic,First,5,5.65
2010,91596,Diesel,Manual,First,7,1.85
2019,14298,Petrol,Automatic,First,5,2.02
2013,83327,Diesel,Manual,First,5,5.8
2017,22857,Petrol,Manual,First,5,6.9
2013,34620,Petrol,Manual,Second,5,5.35
2010,56000,Petrol,Manual,First,5,2.85
2014,81000,Diesel,Automatic,First,5,22.75
2013,32776,Petrol,Manual,First,5,4.64
2016,51587,Diesel,Manual,First,5,5.27
2016,36000,Diesel,Manual,First,7,10
2015,22000,Petrol,Manual,First,5,3.95
2010,30754,Petrol,Manual,First,5,3.38
2018,37109,Petrol,Manual,First,5,16.8
2010,45000,Petrol,Manual,First,5,1.99
2017,33284,Petrol,Manual,First,5,5.84
2016,55115,Diesel,Automatic,First,5,36.15
2014,18000,Diesel,Automatic,First,5,25.7
2013,130790,Diesel,Manual,First,7,9.24
2015,16607,Diesel,Manual,First,5,7.65
2015,32205,Diesel,Automatic,First,5,25.31
2013,67000,Diesel,Manual,First,5,4.75
2014,57676,Petrol,Manual,First,5,6.69
2012,41000,Petrol,Manual,First,5,3.1
2012,65000,Petrol,Manual,First,8,1.55
2019,12153,Petrol,Automatic,First,5,6.84
2014,16810,Petrol,Manual,First,4,1.6
2017,61221,Petrol,Automatic,First,5,21.73
2015,22000,Petrol,Manual,First,5,4.75
2015,63714,Petrol,Manual,First,5,2.45
2019,14857,Diesel,Automatic,First,5,31.55
2012,69000,Diesel,Automatic,Second,5,10.25
2019,14648,Diesel,Manual,First,7,27.36
2013,100000,Petrol,Manual,Second,5,6.5
2016,22000,Petrol,Manual,First,5,4.25
2014,10000,Petrol,Manual,First,5,5.5
2015,107000,Petrol,Manual,First,5,4
2017,48198,Petrol,Manual,First,5,4.65
2015,15000,Diesel,Automatic,First,5,28.5
2014,80073,Diesel,Manual,First,5,7.11
2013,85388,Diesel,Manual,First,5,3.9
2017,14700,Petrol,Manual,First,5,5.6
2011,34994,Diesel,Manual,First,5,3.9
2014,82536,Diesel,Automatic,First,5,28.63
2013,82000,Petrol,Automatic,First,5,7.25
2006,52000,Petrol,Manual,Second,5,2
2011,20000,Petrol,Manual,First,5,3.5
2011,55000,Petrol,Manual,First,5,5
2014,52000,Petrol,Manual,First,5,3.45
2013,43284,Diesel,Manual,First,5,4.5
2018,23875,Petrol,Automatic,First,5,14.36
2016,51866,Petrol,Manual,First,5,5.5
2013,69000,Diesel,Manual,First,5,3
2017,62788,Petrol,Manual,First,5,6.08
2013,150000,Diesel,Manual,First,5,5
2015,47566,Diesel,Automatic,First,7,20.25
2018,20300,Diesel,Automatic,First,7,18
2015,48300,Diesel,Automatic,First,5,17.5
2013,30000,Petrol,Manual,First,5,2.1
2012,36000,Diesel,Manual,Second,5,7.5
2015,27641,Diesel,Automatic,Second,4,24.77
2015,60000,Diesel,Manual,First,5,8.65
2019,9000,Diesel,Automatic,First,7,35.5
2014,60750,Petrol,Manual,First,5,10.5
2018,9000,Diesel,Manual,First,7,13
2012,41100,Diesel,Automatic,First,5,26.5
2004,60000,Petrol,Manual,Second,5,1.4
2017,38424,Petrol,Manual,First,5,7.51
2014,50000,Diesel,Manual,First,5,4.3
2015,19000,Petrol,Automatic,First,5,8.95
2015,58734,Diesel,Manual,First,7,6.91
2016,65257,Diesel,Manual,First,5,9.75
2010,130000,Diesel,Manual,Second,5,4
2011,79000,Diesel,Manual,First,5,3.65
2013,78000,Diesel,Manual,First,7,10.75
2015,49133,Petrol,Manual,First,5,4.51
2016,22769,Diesel,Automatic,First,5,49.22
2014,54448,Diesel,Manual,First,5,3.7
2014,158793,Diesel,Manual,First,7,12.99
2015,62088,Petrol,Manual,First,5,4.15
2012,14800,Petrol,Manual,First,5,4.4
2015,26000,Petrol,Manual,First,7,4.25
2017,32005,Petrol,Manual,First,5,4.25
2017,35000,Petrol,Automatic,First,5,7.7
2015,52000,Diesel,Automatic,First,5,39.75
2017,11000,Petrol,Manual,First,5,8.5
2008,62000,Petrol,Automatic,First,5,7
2013,71000,Diesel,Manual,First,7,15.25
2008,51366,Petrol,Manual,First,5,2.25
2016,46300,Diesel,Manual,First,7,4.85
2012,60908,Petrol,Automatic,Second,5,6.42
2012,93450,Diesel,Manual,Second,5,2.5
2011,104000,Diesel,Automatic,First,5,5.75
2003,52000,Petrol,Manual,First,4,0.5
2015,42999,Diesel,Manual,First,7,11.52
2014,90000,Diesel,Manual,First,5,4.5
2013,72000,Petrol,Automatic,First,5,4.75
2019,54321,Diesel,Manual,First,5,13.54
2015,59630,Diesel,Automatic,First,5,23.41
2013,116000,Diesel,Automatic,Second,7,19.25
2015,34000,Diesel,Automatic,First,5,20
2011,70000,Diesel,Automatic,First,5,13
2010,80000,Petrol,Manual,First,5,3.99
2015,110000,Diesel,Manual,First,5,4.65
2013,56454,Diesel,Manual,First,5,4.65
2013,60000,Petrol,Manual,First,5,3.15
2013,56000,Petrol,Automatic,First,5,8.25
2012,63000,Diesel,Automatic,Second,5,65
2012,63000,Diesel,Manual,First,5,4.5
2017,15050,Diesel,Manual,First,5,17.5
2016,29401,Petrol,Manual,First,5,4.31
2016,25238,Petrol,Manual,First,5,6.2
2011,79000,Diesel,Manual,First,5,4.67
2011,58752,Petrol,Manual,First,5,3.32
2011,62000,Petrol,Automatic,First,5,3.75
2013,132000,Petrol,Manual,First,5,4.7
2016,51000,Petrol,Manual,First,5,6.5
2009,185200,Diesel,Manual,First,8,7.25
2016,61717,Diesel,Manual,First,5,8.94
2018,8896,Petrol,Manual,First,5,7.34
2016,17000,Petrol,Manual,First,5,6.9
2016,31378,Petrol,Manual,First,5,5.9
2013,114000,Diesel,Automatic,First,5,6.75
2014,81000,Diesel,Manual,First,5,4.1
2017,31000,Diesel,Automatic,First,5,27
2014,35000,Petrol,Manual,First,5,4.5
2013,60001,Diesel,Automatic,First,5,14.5
2014,75074,Diesel,Manual,First,5,5.25
2012,80000,Diesel,Manual,Second,5,1.2
2006,147350,Diesel,Manual,Second,8,4.95
2013,60000,Diesel,Manual,First,5,7.5
2015,7501,Petrol,Automatic,First,4,48
2015,58000,Diesel,Manual,First,5,4.45
2018,29277,Diesel,Automatic,First,5,59.65
2015,57034,Diesel,Manual,First,5,4.38
2016,40810,Diesel,Manual,First,5,7.9
2008,35268,Petrol,Manual,Second,5,1.88
2018,34630,Petrol,Automatic,First,5,7.29
2012,45122,Diesel,Manual,First,5,6
2009,63000,Petrol,Manual,First,5,1.5
2016,32298,Diesel,Automatic,First,4,23.8
2014,63288,Diesel,Manual,First,7,7.77
2012,43337,Petrol,Manual,First,5,3.32
2015,46561,Diesel,Manual,First,5,4.94
2013,34000,Diesel,Automatic,Second,5,11
2016,48000,Petrol,Manual,First,5,3.4
2013,56263,Diesel,Manual,First,5,4.17
2005,84060,Petrol,Manual,Second,5,1.25
2016,9000,Petrol,Automatic,First,5,5.45
2012,79000,Diesel,Manual,First,5,2.59
2015,87900,Diesel,Manual,First,7,12.01
2010,72425,Petrol,Manual,Second,5,2.45
2015,38000,Diesel,Automatic,First,5,29
2008,83000,Diesel,Manual,Second,5,2.4
2010,107000,Diesel,Automatic,First,5,11.99
2015,51000,Petrol,Automatic,First,5,7.9
2011,48000,Petrol,Manual,Second,5,1.8
2015,31000,Petrol,Manual,First,5,4.9
2010,75055,Petrol,Manual,First,5,2.25
2017,51210,Petrol,Automatic,First,5,8.89
2012,87000,Diesel,Automatic,First,7,15
2018,17000,Diesel,Manual,First,5,5.65
2014,57000,Diesel,Manual,First,7,7
2016,9370,Petrol,Manual,First,5,2.95
2013,53226,Petrol,Manual,First,5,3.3
2010,120000,Diesel,Manual,Second,5,3.5
2007,75055,Petrol,Manual,First,5,2.3
2017,37247,Diesel,Manual,First,5,13.69
2013,64000,Diesel,Manual,First,5,3.1
2014,12000,Petrol,Manual,First,5,12.75
2017,40158,Diesel,Manual,First,5,13.75
2017,11000,Petrol,Manual,First,5,6.75
2014,70010,Diesel,Manual,First,5,5.25
2015,82000,Diesel,Manual,First,7,8.75
2017,57259,Diesel,Manual,First,7,8.87
2010,84000,Petrol,Automatic,Second,5,6.5
2012,168000,Diesel,Manual,First,7,4.5
2012,73670,Diesel,Manual,First,7,12.5
2014,89540,Diesel,Automatic,First,7,16.8
2016,85423,Diesel,Manual,First,7,8.75
2013,48823,Diesel,Automatic,First,5,8.5
2011,35082,Petrol,Manual,First,5,2.21
2012,126000,Petrol,Manual,First,5,1.6
2016,19000,Petrol,Automatic,First,5,6.25
2007,69000,Petrol,Automatic,Second,5,2.25
2019,29836,Diesel,Automatic,First,5,25.75
2010,48002,Petrol,Manual,Second,5,6.75
2015,52324,Diesel,Manual,First,5,6.25
2013,65000,Diesel,Manual,First,5,5.1
2009,66000,Diesel,Automatic,Second,5,10.75
2016,75700,Diesel,Manual,First,5,5.7
2013,43000,Diesel,Manual,First,5,5.95
2012,42706,Diesel,Manual,First,5,2.4
2013,35000,Diesel,Manual,First,7,3.49
2011,54348,Petrol,Automatic,First,5,4
2013,84000,Diesel,Manual,First,5,3.85
2010,63298,Petrol,Automatic,First,5,3.95
2013,75049,Petrol,Manual,Second,5,3
2018,24237,Petrol,Manual,First,5,6.7
2016,22767,Petrol,Manual,First,5,6.14
2012,58000,Petrol,Automatic,Second,5,4.4
2017,57000,Diesel,Manual,First,5,4.25
2010,50161,Petrol,Automatic,First,5,25.93
2016,45000,Diesel,Manual,First,5,7
2017,68319,Diesel,Automatic,First,7,25.12
2017,30711,Petrol,Manual,First,5,4.45
2011,38277,Diesel,Manual,First,5,2.4
2012,115000,Diesel,Manual,Second,5,4.33
2017,46849,Petrol,Automatic,First,5,6.93
2014,64000,Diesel,Manual,First,5,4.25
2010,130923,Diesel,Automatic,First,5,12.5
2015,15000,Petrol,Manual,First,5,4.9
2014,32720,Diesel,Manual,First,5,4.5
2016,12500,Petrol,Manual,First,5,3
2015,59800,Petrol,Automatic,First,5,5.8
2011,54211,Petrol,Manual,First,5,3.33
2015,62242,Diesel,Automatic,First,5,6.62
2015,54000,Diesel,Manual,Second,5,5.75
2012,65000,Diesel,Manual,First,5,6.2
2015,55000,Petrol,Automatic,First,5,3.5
2010,71000,Petrol,Manual,First,5,2
2012,70000,Diesel,Manual,First,5,4
2011,53000,Petrol,Automatic,First,5,9.5
2013,43000,Diesel,Automatic,First,5,17.5
2015,54000,Petrol,Automatic,First,5,6.11
2014,51000,Petrol,Manual,First,5,3.75
2007,78000,Diesel,Manual,Second,6,6.2
2014,25000,Diesel,Manual,First,5,6.15
2012,12600,Petrol,Manual,First,5,2.4
2016,21000,Petrol,Manual,First,5,3.75
2011,32000,Petrol,Manual,Second,5,2.15
2015,50000,Petrol,Manual,First,5,4.75
2010,47500,Petrol,Manual,First,5,2.45
2017,7500,Petrol,Manual,First,5,11.15
2016,68163,Diesel,Automatic,First,5,8.9
2014,61000,Diesel,Manual,First,5,4.35
2015,100000,Diesel,Manual,Second,7,12
2009,61500,Diesel,Automatic,Second,5,8.5
2017,42883,Petrol,Manual,First,5,4.27
2012,97000,Diesel,Manual,Second,5,4.25
2010,39525,Petrol,Automatic,First,5,9.25
2017,35384,Diesel,Manual,First,5,8.61
2010,46000,Diesel,Automatic,First,7,28
2018,32189,Diesel,Manual,First,5,9.25
2016,27000,Diesel,Automatic,First,5,8.6
2018,22734,Petrol,Manual,First,5,7.53
2014,58002,Diesel,Manual,First,5,5.75
2012,31500,Petrol,Automatic,First,5,4.15
2017,30933,Petrol,Manual,First,5,5.84
2012,27090,Diesel,Automatic,First,5,16.5
2015,29500,Diesel,Automatic,First,7,43
2013,45000,Petrol,Manual,First,5,3.55
2018,11691,Petrol,Manual,First,5,8.9
2006,121000,Diesel,Manual,Second,5,2.5
2010,118077,Diesel,Manual,First,5,3.85
2005,90000,Petrol,Manual,Second,5,1.8
2010,78000,Diesel,Manual,First,5,2.25
2015,42000,Diesel,Automatic,First,5,24.25
2015,27000,Petrol,Manual,First,5,4.35
2012,22000,Diesel,Automatic,First,5,11.5
2014,49000,Petrol,Manual,First,5,4.75
2012,42600,Diesel,Manual,First,5,4.99
2018,12794,Petrol,Automatic,First,5,9.15
2014,88046,Petrol,Automatic,First,5,13.99
2014,8000,Diesel,Automatic,Second,5,19.75
2018,82739,Diesel,Automatic,First,7,16.77
2013,7000,Petrol,Automatic,First,5,3.65
2012,60000,Diesel,Automatic,Second,5,23.5
2017,38000,Petrol,Manual,First,5,3.11
2013,56344,Petrol,Manual,First,5,4.57
2014,17858,Petrol,Manual,First,5,5.32
2012,53000,Petrol,Manual,First,5,3.2
2016,67906,Diesel,Manual,First,5,5.63
2015,19000,Petrol,Manual,First,5,3
2010,67000,Diesel,Automatic,Second,5,9.25
2011,80000,Diesel,Manual,First,5,1.2
2015,61000,Petrol,Manual,First,5,2.15
2010,39000,Diesel,Manual,First,5,3.05
2014,59000,Petrol,Automatic,First,5,11.5
2008,80931,Petrol,Manual,First,5,2.3
2016,34000,Petrol,Manual,First,5,4.95
2013,130000,Diesel,Manual,First,5,4.75
2018,52380,Diesel,Manual,First,5,10.15
2011,44000,Petrol,Manual,First,5,2.65
2015,84000,Diesel,Manual,First,5,3.8
2017,41697,Petrol,Automatic,First,5,16.68
2014,163000,Diesel,Manual,First,5,5
2011,42000,Petrol,Manual,Second,5,3.75
2015,32200,Petrol,Manual,Second,5,4.25
2004,129000,Diesel,Manual,First,6,3.45
2014,40000,Diesel,Automatic,First,5,22.5
2006,150000,Petrol,Manual,First,8,4.5
2007,140000,Petrol,Manual,First,5,0.9
2006,63181,Petrol,Manual,First,5,1.85
2013,39575,Diesel,Manual,First,5,3.25
2010,63600,Diesel,Manual,Second,5,3.1
2014,70374,Diesel,Manual,First,5,7.34
2015,26256,Diesel,Manual,First,5,4.25
2016,13460,Petrol,Manual,First,5,6.45
2011,122000,Diesel,Manual,Second,8,10.75
2015,58589,Diesel,Automatic,First,5,27.75
2005,115000,Petrol,Manual,Second,5,0.99
2016,75000,Diesel,Automatic,First,7,24
2016,30292,Petrol,Manual,First,5,6.1
2017,32248,Petrol,Manual,First,5,8.25
2013,74000,Petrol,Manual,First,5,4.65
2014,56100,Petrol,Manual,First,5,9.75
2014,61325,Petrol,Manual,First,5,4.4
2014,33000,Petrol,Manual,First,5,3.99
2016,18090,Diesel,Automatic,First,5,45.73
2014,71390,Diesel,Manual,First,5,5.27
2016,67000,Diesel,Manual,First,5,7.25
2008,99000,Diesel,Manual,Second,5,1.6
2014,142000,Diesel,Manual,Second,5,6
2010,26966,Petrol,Manual,First,5,3
2015,27628,Petrol,Manual,First,5,4.95
2016,82497,Diesel,Manual,First,5,8.99
2016,26981,Petrol,Manual,First,5,6.16
2010,110471,Diesel,Manual,First,5,3.5
2014,69000,Petrol,Manual,First,5,4.5
2017,12000,Petrol,Manual,First,5,7.75
2014,77500,Diesel,Manual,First,5,6.6
2014,48031,Petrol,Manual,First,5,4.98
2014,69565,Diesel,Manual,First,5,5.55
2016,45492,Diesel,Automatic,First,5,10.3
2011,85000,Petrol,Automatic,Second,5,7.5
2008,55902,Petrol,Manual,First,5,1.8
2017,18500,Petrol,Manual,First,5,6.25
2015,129750,Diesel,Manual,Second,7,6.8
2009,50902,Petrol,Automatic,First,5,3
2015,84725,Diesel,Manual,First,7,11.6
2013,40000,Diesel,Manual,Second,5,6.95
2014,33496,Petrol,Manual,First,5,5.5
2015,25000,Petrol,Manual,First,5,5.65
2013,71000,Diesel,Manual,First,8,3.25
2015,20826,Petrol,Automatic,First,5,7.72
2016,42244,Diesel,Manual,First,5,12
2013,98598,Diesel,Manual,First,5,1.55
2011,62100,Diesel,Manual,First,7,10.75
2016,44238,Petrol,Manual,First,5,6.72
2012,91743,Diesel,Automatic,First,7,28.55
2013,19828,Diesel,Automatic,Second,4,75
2016,36891,Petrol,Manual,First,5,10.49
2012,90049,Diesel,Manual,First,7,3.8
2012,74002,Diesel,Automatic,First,5,18.5
2013,41000,Petrol,Automatic,First,5,6
2012,83678,Diesel,Manual,First,5,5.5
2010,91000,Petrol,Manual,First,5,2.3
2016,50000,Diesel,Manual,First,7,8.7
2015,58000,Diesel,Manual,First,5,4.95
2012,80000,Diesel,Manual,First,5,4.25
2017,41290,Diesel,Manual,Second,7,10.94
2013,65000,Diesel,Automatic,First,5,21.26
2016,16471,Petrol,Manual,Second,5,11.5
2015,54339,Diesel,Manual,Second,5,6
2016,24025,Petrol,Manual,First,6,4.1
2013,24027,Petrol,Manual,First,5,2.01
2010,59270,Petrol,Manual,First,5,2.6
2012,40000,Petrol,Manual,First,5,2.35
2012,155566,Diesel,Manual,Second,6,9.15
2013,42320,Petrol,Manual,First,5,2.9
2017,24153,Diesel,Manual,Second,5,9.18
2016,27000,Petrol,Automatic,First,5,11.45
2017,61795,Petrol,Manual,First,5,5.53
2016,13500,Petrol,Manual,First,6,3.75
2018,4500,Petrol,Automatic,First,5,12.5
2017,23000,Diesel,Automatic,First,7,15.5
2011,65400,Petrol,Manual,First,5,2.1
2013,80578,Diesel,Automatic,Second,5,14.5
2017,42646,Diesel,Automatic,First,5,12.46
2014,30000,Petrol,Manual,Second,5,5.25
2009,98000,Diesel,Automatic,Second,5,25
2012,50000,Diesel,Automatic,First,4,45
2015,63310,Diesel,Manual,First,5,5.1
2014,66000,Diesel,Manual,First,5,3.5
2011,74000,Diesel,Automatic,Second,5,12.5
2012,93000,Diesel,Manual,First,5,5.55
2015,70000,Diesel,Automatic,First,7,19.48
2012,48772,Petrol,Manual,First,5,3.91
